,number,value,datetime_start,datetime_complete,duration,params_add_bn,params_batch_sizes,params_hidden_dim,params_learning_rates,params_noise_dim,params_num_layer,params_resblock,state
330,330,0.20710645616054535,2026-06-16 15:16:22.032909,2026-06-16 15:18:10.569087,0 days 00:01:48.536178,False,512,50,0.001,1000,12,True,COMPLETE
331,331,0.20703193545341492,2026-06-16 15:18:10.570102,2026-06-16 15:19:58.102326,0 days 00:01:47.532224,False,512,50,0.001,1000,12,True,COMPLETE
332,332,0.20755332708358765,2026-06-16 15:19:58.103462,2026-06-16 15:21:18.104849,0 days 00:01:20.001387,False,512,50,0.001,1000,8,True,COMPLETE
333,333,0.2069597691297531,2026-06-16 15:21:18.104849,2026-06-16 15:22:51.867330,0 days 00:01:33.762481,False,512,50,0.001,1000,10,True,COMPLETE
334,334,0.20935289561748505,2026-06-16 15:22:51.868424,2026-06-16 15:24:22.234228,0 days 00:01:30.365804,False,512,50,0.001,1000,12,False,COMPLETE
335,335,0.2075483500957489,2026-06-16 15:24:22.234228,2026-06-16 15:26:07.879539,0 days 00:01:45.645311,False,512,50,0.001,1000,12,True,COMPLETE
336,336,0.20706766843795776,2026-06-16 15:26:07.880631,2026-06-16 15:28:07.720597,0 days 00:01:59.839966,False,512,50,0.001,1000,14,True,COMPLETE
337,337,0.21354202926158905,2026-06-16 15:28:07.720597,2026-06-16 15:30:44.213847,0 days 00:02:36.493250,False,512,500,0.001,1000,4,True,COMPLETE
338,338,0.20769362151622772,2026-06-16 15:30:44.213847,2026-06-16 15:32:33.502053,0 days 00:01:49.288206,False,512,50,0.001,1000,12,True,COMPLETE
339,339,0.208872988820076,2026-06-16 15:32:33.503050,2026-06-16 15:33:38.761730,0 days 00:01:05.258680,False,512,50,0.001,500,12,True,COMPLETE
340,340,0.20621877908706665,2026-06-16 15:33:38.763099,2026-06-16 15:35:24.098841,0 days 00:01:45.335742,False,512,50,0.001,1000,12,True,COMPLETE
341,341,0.20709869265556335,2026-06-16 15:35:24.098841,2026-06-16 15:37:09.380072,0 days 00:01:45.281231,False,512,50,0.001,1000,12,True,COMPLETE
342,342,0.20769557356834412,2026-06-16 15:37:09.381168,2026-06-16 15:38:58.007532,0 days 00:01:48.626364,False,512,50,0.001,1000,12,True,COMPLETE
343,343,0.2193736881017685,2026-06-16 15:38:58.007532,2026-06-16 15:49:59.708666,0 days 00:11:01.701134,True,512,1000,0.001,1000,12,True,COMPLETE
344,344,0.20912732183933258,2026-06-16 15:49:59.708666,2026-06-16 15:50:30.319929,0 days 00:00:30.611263,False,512,50,0.001,50,14,True,COMPLETE
345,345,0.20751608908176422,2026-06-16 15:50:30.321022,2026-06-16 15:52:13.221899,0 days 00:01:42.900877,False,512,50,0.001,1000,12,True,COMPLETE
346,346,0.20649270713329315,2026-06-16 15:52:13.221899,2026-06-16 15:53:58.884951,0 days 00:01:45.663052,False,512,50,0.001,1000,12,True,COMPLETE
347,347,0.20770049095153809,2026-06-16 15:53:58.885948,2026-06-16 15:55:46.978511,0 days 00:01:48.092563,False,512,50,0.001,1000,12,True,COMPLETE
348,348,0.208876833319664,2026-06-16 15:55:46.978511,2026-06-16 15:56:31.344090,0 days 00:00:44.365579,False,512,50,0.001,250,12,True,COMPLETE
349,349,0.20945994555950165,2026-06-16 15:56:31.344090,2026-06-16 15:59:48.899062,0 days 00:03:17.554972,False,512,250,0.001,1000,12,True,COMPLETE
